"review_movie_title","review_movie_title_url","review_name","review_url","review_comment","review_username","review_username_url","review_date","review_rating"
"The Godfather","https://www.imdb.com/title/tt0068646/?ref_=tt_urv","The Pinnacle Of Flawless Films!","https://www.imdb.com/review/rw3038370/?ref_=tt_urv","630 out of 697 found this helpful. Was this review helpful? Sign in to vote.
Permalink","CalRhys","https://www.imdb.com/user/ur24740649/?ref_=tt_urv","20 June 2014",""
"","","An offer so good, I couldn't refuse","https://www.imdb.com/review/rw4756923/?ref_=tt_urv","It is now past 1 PM and I just finished watching Francis Ford Coppola's ""The Godfather"". I should probably go to bed. It's late and tomorrow I have to wake up a bit early. But not early enough to postpone writing these lines. Now that I have seen it three times, the opportunity of sharing my thoughts and refreshed insights are too much of a good offer to sit on. So, bear with me.
This film works so well because it takes place in an underworld in which we are so embedded that we do not even observe it. Coppola puts us straight in the smack-dab center of what is, admittedly, a society made by criminals for criminals. It is also the reason why it's so welcoming. We are surrounded by its inhabitants--cold-blooded murderers, men who see crime like a 9 to 5 job masquerading as honorable men. And I do mean men. From the outside, we would only witness the horrifying, disturbing manifestations of their well-thought out actions.
But it goes even deeper than that. It all revolves around the Corleone family led by Don Vito Corleone (Marlon Brando). He is the most honest of these men, sitting right on the edge. But for people like him, who do not fully embrace this world, it's not easy. He avoids conflict until it is absolutely necessary. He is a man defined by moral principles. There is a scene at the beginning, in which, during his daughter's wedding day, one of his associates, Luca Brasi (Lenny Montana) practices his speech that he is going to give to the Don when he meets him. The scene with these two is funny and almost adorable. I could not help but sympathize both of them only to realize that I am feeling warmth for two mobsters. Not to even mention that Lenny Montana was an actual mob hit-man and that he was actually nervous as he said that line.
The more I watched the more I realized just how incredibly complex and ruthless this society is and how it has the power to corrupt anyone to come in contact with it. The best example is Corleone's youngest son, Michael (Al Pacino). He returns home for his sister's wedding as a war hero dressed the part with his long-time girlfriend, Kay Adams (Diane Keaton). At first, he avoids this underworld, but necessity, first-hand exposure and just its sheer devilish appealing nature draws him in. As we get further in the film, the change is shocking and every outsider who ever got close to him is tainted in one way or another. If they survive it, they are drawn in as well as we are as viewers.
Inside, Coppola exposes the family to us fully, with a bold personal approach and we witness every discussion, every methodically calculated choice. Crime is done simply because it is the nature of their business, and we are put on a chair alongside them, so we easily relate. For us, they are the good guys, the rival families are the bad guys. This is the greatest feat this film managed to pull off--set apart good guys and bad guys in a world filled with bad guys.
This is a film of unmatched subtlety. No other movie sustains itself as good. No other film is done with such precision, attention and completeness. There are many layers which I probably missed and maybe will never notice. But I felt them. What director Francis Ford Coppola and his partner in crime (poor choice of words, sorry) Mario Puzo did is nothing short of a timeless piece of reference cinema whose influence is not based on reinventing the wheel, but rather perfecting it to the absolute maximum.
Most masterpieces are remembered for their historical contributions. ""Citizen Kane"" brought the biggest step-up to the art form, the same things did ""Gone With the Wind"" or ""2001: A Space Odyssey"". ""The Godfather"" is one of the few films that will be remembered simply because they are that good and I cannot possibly imagine a greater achievement.","","","","10"
"","","For Me, This Is The Definitive Film","https://www.imdb.com/review/rw4059579/?ref_=tt_urv","This isn't just a beautifully crafted gangster film. Or an outstanding family portrait, for that matter. An amazing period piece. A character study. A lesson in filmmaking and an inspiration to generations of actors, directors, screenwriters and producers. For me, this is more: this is the definitive film. 10 stars out of 10.
Favorite films: IMDb.com/list/mkjOKvqlSBs/
Lesser-Known Masterpieces: imdb.com/list/ls070242495/
429 out of 496 found this helpful. Was this review helpful? Sign in to vote.
Permalink","","","","10"
"","","One of the best of all time.","https://www.imdb.com/review/rw6568526/?ref_=tt_urv","A masterclass in film making, is The Godfather a contender for the best film of all time? I'd argue the case that it is, this is the ultimate gangster movie.
Before you panic at the thought of a film being almost three hours long, you needn't, you won't even notice the time, it flies by.
Production values are incredible, it looks sublime the whole way through, it's so well produced, at roughly fifty years old it puts many new films to shame.
Brandon, Pacino and Castellano, just a few of the Incredible performances, I could add a whole lot more.
If you're considering buying a hard copy, I would recommend it on blu ray, it is sharper than the dvd, there is a difference.
This film has had a huge influence down the years, it is still, and will forever be, one of the greatest, 10/10.","","","","10"
"","","The greatest movie of all time!","https://www.imdb.com/review/rw5505349/?ref_=tt_urv","","MrHeraclius","https://www.imdb.com/user/ur87850731/?ref_=tt_urv","23 February 2020",""
"The Godfather","https://www.imdb.com/title/tt0068646/?ref_=tt_urv","An Iconic Film","https://www.imdb.com/review/rw1897116/?ref_=tt_urv","","","","","10"
"The Godfather","https://www.imdb.com/title/tt0068646/?ref_=tt_urv","Another kind of ""family movie""","https://www.imdb.com/review/rw0123309/?ref_=tt_urv","","","","","10"
"","","#2 on IMDb's Top 100, a multi-Oscar-winner and over 1500 reviews...what more can I say about the movie?!","https://www.imdb.com/review/rw2774909/?ref_=tt_urv","Up until today, I haven't bothered to review ""The Godfather"". After all, everyone pretty much knows it's one of the greatest films ever made. It's #2 on IMDb's Top 100. It won the Best Picture Oscar. And, there are nearly 1600 reviews on IMDb. So what's one more review?! Well, after completing 14,000 reviews (because I am nuts), I guess it's time I got around to reviewing a film I should have reviewed a long time ago. So, here goes....the film is perfect and only a dope wouldn't watch it. Unfortunately, IMDb requires me to say more to meet it's 10 line minimum for reviews. So, I'll point out that you do NOT need to like gangster films to enjoy this film. Yes, it's violent and nasty in spots--but it's also brilliantly written and produced from start to finish and deserves the accolades it's received.
My advice is that instead of just watching ""The Godfather"" and ""The Godfather: Part II"", see the combined version they created for television--with additional scenes that made it a very rich experience.
112 out of 144 found this helpful. Was this review helpful? Sign in to vote.
Permalink","","","","10"
"","","Initially, I wasn't a fan... but then I realised","https://www.imdb.com/review/rw1496808/?ref_=tt_urv","This is a masterpiece. A timeless masterpiece. Initially, I didn't like this film all that much - I found it rather over-hyped and boring. This was until the advent of DVD, which gave me the feature I needed for this sort of film: subtitles. Once I switched them on and heard (read) every last word of Brando's ramblings and other characters ramblings, I grew a true appreciation for this epic.
To make a true epic, you need all of three following ingredients working in near perfect harmony. For screenwriters who come across this, take the following pointers on board: 1) Contrasting Characters: Good films have some character distinction, but most fall rather flat because the core of each character is the same.
Of course, there are exceptions to rule (ie... where you want mono-tonal characters... aka matrix; or where you want outlandish contrasts... aka The Fifth Element), but ultimately, this is what makes films deep, meaningful and grand. Consider the contrasts between the Don's children. Michael is rather cool, rational and collected, whereas Sonny is more hot-headed, spontaneous and simple minded. But simply having these contrasts is not nearly enough. What you really need to do is to develop these characters - place them in situations - and then dwell on how their character impacts on the situation they're put in. The Godfather is a terrific example of how to pull this off. While many try to do this in screenplays, most lose the plot and create character obscurities that stretch credibility.
2) Transformation: The central character(s) must undergo a transformation, resulting in them being almost unrecognizable by the end of the film. By putting them into situations, the character's character must not only influence the outcome of the situation; it must also have a lasting impact on the character. Consider Michael at the wedding and compare that to the Michael we see at the end of the film. Again, many films try, but most fail because they come up with unreal (literally, not praisingly) or simply moronic transformations (eg, Wall Street).
3) Patience: Men in Black 2 was an astounding film for one simple reason - it was an entire film squashed into about 70 minutes. It was not much longer than an episode of ER or Buffy. I certainly hope the new goal of Hollywood isn't to make films as short as possible.
All the great ones spend time - time developing characters, family life, growth, patience with the story telling in general. This is the key (provided that the story isn't mind-numbingly boring). Dances with Wolves, Heat.. and so on are very patient but top-class films. While studios may be lukewarm on the idea of longer films, they are worth it if you have a ripper story to base it on.
I feel that this film has not dated all that much and has tremendous re-watch-ability.","","","","10"
"","","I'm finding it hard to describe how amazing this movie was","https://www.imdb.com/review/rw2281063/?ref_=tt_urv","There is very little that I can add to the reviews on here, that have explained what is so wonderful about The Godfather so well. I have seen many amazing movies, as well as some clunkers, but The Godfather was beyond amazing. There are so many images, details and scenes that I seriously cannot get out of my head since watching it for the first time just nine hours ago. The Godfather is so incredibly well-made and acted that it stands out among the rest of those other amazing films I've seen, so much so I couldn't think of a single flaw, and I am struggling to think of a good enough reason to why I didn't see this film before now.
True, The Godfather is a little slow-moving and the plot takes a while to unfold, but neither of these are flaws as such. The slow pacing added to the elegiac quality The Godfather has, and as for the plot what is special about this plot is that it is very unpredictable because you have next to no idea where it is next going to take you. Being 18, I was worried whether I was old enough to appreciate this film or even understand it, but luckily I understood it perfectly, and I can well and truly appreciate it for the masterpiece it is considered to be.
The Godfather for one thing looks stunning. I strongly disagree with the previous reviewer who said the cinematography was horrid, for me the cinematography was one of the best assets of the film. In some scenes you have cinematography and lighting that is quite dark and mysterious, and then in scenes such as the wedding it is evergreen, autumnal and very picturesque. It is not just the cinematography that makes The Godfather look stunning, the costumes are beautifully tailored, the houses are gorgeous and majestic to look at and even the cars were immaculate.
Then there is the score by Nina Rota. One word, outstanding! I have heard many wonderful scores in my lifetime, but after hearing this score few stick in the memory as much as the score for The Godfather. This score is both beautiful as seen with the main theme, and haunting in the way it sticks in your head after watching the film itself. Other outstanding assets are the masterly direction from Francis Ford Coppola, and the brilliantly written screenplay that is intelligent, thought-provoking and darkly humorous. As for the violence, some of it is shocking and intense especially in the climax which was enough to almost make your heart either beat twice as fast or stop, and I almost covered my eyes when the producer found the horse's head in his bed, but underneath that this family is somewhat loyal and honourable come to think of it.
The acting is absolutely fantastic, bringing to life characters that are rich and complex, perhaps unlikeable at first but as you get to know them you warm to them. And I have to say, The Godfather is one of those rarities where no actor gives a weak performance. In particular, Marlon Brando is brilliant as Don Vito, very heavily disguised yet stately. Every word of dialogue, every subtle hand gesture and every facial expression was brilliantly judged. Al Pacino's casting was admittedly risky, but he still did a truly wonderful job carrying the film, while James Caan is dignified and loyal, Diane Keaton beautiful and alluring and Robert Duvall nicely understated.
In conclusion, absolutely amazing, and I can see completely why it is considered one of the 10 greatest movies ever made, it is that good. In fact my 15-year old brother loved it so much, he wants to see it again. 10/10, though this film is too good for that rating. Bethany Cox","","","","10"
"The Godfather","https://www.imdb.com/title/tt0068646/?ref_=tt_urv","""The Godfather"" is pretty much flawless, and one of the greatest films ever made","https://www.imdb.com/review/rw1183339/?ref_=tt_urv","","","","","10"
"The Godfather","https://www.imdb.com/title/tt0068646/?ref_=tt_urv","An Epic, Masterful Look into the Underground World","https://www.imdb.com/review/rw1901277/?ref_=tt_urv","","","","","10"
"","","perfect","https://www.imdb.com/review/rw0123163/?ref_=tt_urv","This movie is strong, good script, great casting, excellent acting, and over the top directing. It is hard to fine a movie done this well, it is 29 years old and has aged well. Even if the viewer does not like mafia type of movies, he or she will watch the entire film, the audiences is glued to what will happen next as the film progresses. Its about, family, loyalty, greed, relationships, and real life. This is a great mix, and the artistic style make the film memorable.
687 out of 1,006 found this helpful. Was this review helpful? Sign in to vote.
Permalink","","","","10"
"","","Why didn't I enjoy this as much I should've","https://www.imdb.com/review/rw6889513/?ref_=tt_urv","I'm 21 years old and this is the first time I've watched the godfather. I feel like I've missed something, like I definitely enjoyed the film but it was dragged out way longer then it should've. There was definitely a few pointless scenes. I can understand this was way ahead of its time but I'm obviously watching this 50 years late. Which is the reason I believe I didn't enjoy it as much as the rest of you. If you read the rest of my reviews of old film I actually really enjoyed them so don't blame it on my youth. I'll definitely watch the second one aswell at some point and I'm sure I'll really like that one but I've seen films I've given an 8 that are way better. Marlon won the Oscar for best leading role but I think he should've won best supporting role and Al pacino should've been put up for the Oscar. Marlon wasn't in the film nearly as much as I thought he'd be. All in all it definitely wasn't a bad film, in fact a good film but that's all just a good film.
84 out of 114 found this helpful. Was this review helpful? Sign in to vote.
Permalink","","","","7"
